speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Countdown,[94839],1,"['climate change, environment, sustainability, Countdown']",True,https://en.wikipedia.org/wiki/Countdown,"A countdown is a sequence of backward counting to indicate the time remaining before an event is scheduled to occur. NASA commonly employs the terms ""L-minus"" and ""T-minus"" during the preparation for and anticipation of a rocket launch,[1] and even ""E-minus"" for events that involve spacecraft that are already in space, where the ""T"" could stand for ""Test"" or ""Time"", and the ""E"" stands for ""Encounter"", as with a comet or some other space object, like a spacecraft.[2]",,,,759.9670606617785,189.99
Coya Paz Brownrigg,[83111],1,"['culture, death, social change, history, storytelling, anthropology, personal growth, society, TEDx']",False,,,,,,1198.7744310575636,1198.77
Craig Costello,[50956],1,"['science, technology, invention, computers, innovation, future, physics, math, TEDx, data, encryption, quantum']",False,,,,,,1049.969696969697,1049.97
Craig Richard,[93273],1,"['science, brain, mental health, neuroscience, TEDx, Internet, sleep']",False,,,,,,1691.2804399057345,1691.28
Crispin Thurlow,[121937],1,"['culture, language, personal growth, sociology, TEDx, money']",False,,,,,,1050.0168067226891,1050.02
Cristina Domenech,[2163],1,"['creativity, poetry, language, crime, prison, TEDx, TED en Español']",False,,,,,,212.60976837865056,212.61
Cristina Junqueira,[97979],1,"['technology, business, entrepreneur, social change, money, finance, investing']",True,https://en.wikipedia.org/wiki/Cristina_Junqueira,"Cristina Junqueira (born September 1982) is a Brazilian businesswoman who is the co-founder of Nubank.[1] With a background in engineering, she transitioned from management consulting to supervising a credit card portfolio at a major Brazilian bank. She co-founded Nubank, which is now the world's largest neobank, with a focus on providing digital financial services through a user-friendly app, in 2013.[2] Nubank serves over 53 million customers across Latin America and is one of the world's larg",,"September 1982 (age 43)Ribeirão Preto, São Paulo, Brazil",,40.02532928064843,40.03
Crush Club,[35945],1,"['music, performance']",False,,,,,,76.9094985731757,76.91
Crystal Martin,[5392],1,"['technology, gender, communication, work, women, women in business']",False,,,,,,17.286250426475604,17.29
Crystal Rasmussen,[78005],1,"['social change, personal growth, humanity, mental health, society, TEDx, LGBTQIA+']",False,,,,,,1024.6321909424726,1024.63
"Curtis ""Wall Street"" Carroll",[2741],1,"['business, economics, communication, motivation, potential, society, prison, TEDx, finance, capitalism, teaching, justice system, goals, investing']",False,,,,,,2147.354418308964,2147.35
Curtis Austin,[59779],1,"['social change, history, race, identity, equality']",False,,,,,,605.1763033175356,605.18
Cyndi Stivers,[3625],1,"['culture, entertainment, media, creativity, future, storytelling, parenting, work, writing, family, television']",False,,,,,,472.36425186188217,472.36
Cynthia Breazeal,[1070],1,"['technology, design, business, entertainment, robots, communication, AI, body language']",True,https://en.wikipedia.org/wiki/Cynthia_Breazeal,"Cynthia Breazeal is an American AI and robotics scientist and entrepreneur. She is a pioneer of social robotics and human-robot interaction. She is the former chief scientist and chief experience officer of Jibo, a company she co-founded in 2012 that developed companion robots for the family at home. Currently, she is a professor of media arts and sciences at the Massachusetts Institute of Technology, where she is the director of the Personal Robots Group at the MIT Media Lab,[1] dean for digita",,"(1967-11-15) November 15, 1967 (age 58)Albuquerque, New Mexico, US",,243.64121996303143,243.64
Cynthia Kenyon,[1274],1,"['science, technology, DNA, biotech, genetics, innovation, biology, aging, medicine, medical research, synthetic biology']",True,https://en.wikipedia.org/wiki/Cynthia_Kenyon,"Cynthia Jane Kenyon (born February 21, 1954) is an American molecular biologist and biogerontologist known for her genetic dissection of aging in a widely used model organism, the roundworm Caenorhabditis elegans. She is the vice president of aging research at Calico Research Labs, and emeritus professor of biochemistry and biophysics at the University of California, San Francisco (UCSF).",,"(1954-02-21) February 21, 1954 (age 71)",,225.51852574102963,225.52
Cynthia Ma Shwe Sin Win,[19042],1,"['culture, work, society']",False,,,,,,25.403580753450203,25.4
Cynthia Ong,[97537],1,"['love, relationships, language, personal growth, Life']",False,,,,,,56.935130581297386,56.94
Cynthia Schneider,[684],1,"['culture, global issues, politics, entertainment, poetry']",True,https://en.wikipedia.org/wiki/Cynthia_Schneider,,,"Pennsylvania, United States",,108.05049471170248,108.05
Cynthia Williams,[120097],1,"['climate change, sustainability, technology, business, transportation, innovation, electricity, Countdown']",False,,,,,,969.7181208053692,969.72
Cédric Villani,[2518],1,"['collaboration, education, innovation, nature, history, statistics, visualizations, math']",True,https://en.wikipedia.org/wiki/Cédric_Villani,,,"(1973-10-05) 5 October 1973 (age 52)Brive-la-Gaillarde, France[1]",French,649.4787878787879,649.48
D-L Stewart,[64824],1,"['social change, gender, history, race, TEDx, Transgender']",False,,,,,,967.360970677452,967.36
DK Osseo-Asare,[20365],1,"['technology, invention, computers, collaboration, innovation, Africa, creativity, product design, TED Fellows']",False,,,,,,513.4883633633634,513.49
Daan Roosegaarde,[2855],1,"['environment, sustainability, technology, design, invention, architecture, cities, innovation, creativity, art, future, product design, public space']",True,https://en.wikipedia.org/wiki/Daan_Roosegaarde,,,"1979 (age 45–46)Nieuwkoop, Netherlands",,406.6553672316384,406.66
Dale Dougherty,[1065],1,"['technology, design, computers, media, cities, collaboration, innovation, drones, curiosity, manufacturing, cyber security']",True,https://en.wikipedia.org/wiki/Dale_Dougherty,"Dale Dougherty (born 1956) is a co-founder of O'Reilly Media, along with Tim O'Reilly and helped develop O'Reilly's publishing business. He is the author of the O'Reilly book sed & awk.[1]",,,,164.56211925419973,164.56
Dallas Taylor,[65390],1,"['music, performance, art, sound, hearing']",False,https://en.wikipedia.org/wiki/Dallas_Taylor,,,,,1884.9659266907588,1884.97
Dame Ellen MacArthur,[2292],1,"['environment, economics, ocean']",True,https://en.wikipedia.org/wiki/Dame_Ellen_MacArthur,,Sailor and charity founder,"(1976-07-08) 8 July 1976 (age 49)Whatstandwell, Derbyshire, England",,604.3518907563025,604.35
Dame Stephanie Shirley,[2223],1,"['technology, entrepreneur, software, philanthropy, women, women in business']",True,https://en.wikipedia.org/wiki/Dame_Stephanie_Shirley,,Businesswoman and philanthropist,"Vera Buchthal [1](1933-09-16)16 September 1933Dortmund, Germany",,594.553562275756,594.55
Dame Vivian Hunt,[66939],1,"['business, economics, social change, activism, capitalism']",False,,,,,,875.5128479657387,875.51
Damian Palin,[1470],1,"['environment, science, sustainability, technology, biotech, innovation, biology, water, bacteria, chemistry, TED Fellows, natural resources, ocean']",False,,,,,,210.2960406091371,210.3
Damien Riehl,[89909],1,"['technology, music, creativity, art, law, TEDx, Internet']",False,,,,,,1373.3756495916853,1373.38
Damon Gameau,[108175],1,"['climate change, environment, sustainability, social change, animals, nature, history, storytelling, TEDx, ecology']",True,https://en.wikipedia.org/wiki/Damon_Gameau,,"Actor, director, and producer","Damon Gameau1982 (age 42–43)Adelaide, South Australia, Australia",,1377.211356466877,1377.21
Dan Barasch,[2078],1,"['architecture, cities, United States']",False,,,,,,244.05365853658537,244.05
Dan Barber,[790],1,"['environment, food, health, biology, agriculture']",True,https://en.wikipedia.org/wiki/Dan_Barber,"Dan Barber (born October 2, 1969) is the chef and co-owner of Family Meal at Blue Hill in Manhattan and Blue Hill at Stone Barns in Pocantico Hills, New York, United States. He is the author of The Third Plate: Field Notes on the Future of Food.[7]",,"(1969-10-02) October 2, 1969 (age 56)New York City, New York, U.S.",,456.6583115752829,456.66
Dan Bell,[2713],1,"['cities, social change, art, community, film, exploration, TEDx, capitalism, public space']",True,https://en.wikipedia.org/wiki/Dan_Bell,"Dan Bell (born February 9, 1977) is an American filmmaker. He is best known for the Dead Mall documentary series, cataloging the 2010s urban decay phenomenon of foreclosed shopping malls.[1][2][3]",Documentary filmmakercinematographerpresenter,"(1977-02-09) February 9, 1977 (age 48)Baltimore, Maryland, U.S.",,725.295504558315,725.3
Dan Berkenstock,[1919],1,"['technology, space, maps']",False,,,,,,212.61556276053727,212.62
Dan Bricklin,[2664],1,"['technology, design, invention, business, computers, collaboration, innovation, history, product design, work, potential, visualizations, math, productivity, TEDx, data, code, discovery']",True,https://en.wikipedia.org/wiki/Dan_Bricklin,"Daniel Singer Bricklin (born July 16, 1951) is an American businessman and engineer who is the co-creator, with Bob Frankston, of VisiCalc, the first spreadsheet program. He also founded Software Garden, Inc., of which he is currently president, and Trellix,[1] which he left in 2004.[2] He currently serves as the chief technology officer of Alpha Software.[3]",,"(1951-07-16) July 16, 1951 (age 74)Philadelphia, Pennsylvania, U.S.",,497.2649414664202,497.26
Dan Buettner,[727],1,"['culture, science, food, health, biology, exploration, TEDx']",True,https://en.wikipedia.org/wiki/Dan_Buettner,"Dan Buettner (born June 18, 1960) is an American writer, explorer, storyteller, longevity researcher and public speaker.[2][3] He co-produced the 3 time Emmy Award winning[4] documentary TV mini series Live to 100: Secrets of the Blue Zones (2023) based on his book by the same name and holds three Guinness records for distance cycling.[5][6] Buettner is the founder of Blue Zones, LLC. He is a National Geographic Fellow.[7]",explorerauthoreducator,"(1960-06-18) June 18, 1960 (age 65)[1]Saint Paul, Minnesota, United States[1]",,832.696108815427,832.7
Dan Cobley,[941],1,"['business, marketing, physics, math']",False,,,,,,314.5960538116592,314.6
Dan Finkel,[30988],1,"['education, math, teaching']",False,,,,,,20319.17129889884,1563.01
Dan Gartenberg,[3686],1,"['science, technology, memory, health, brain, sleep, TED Residency, human body']",False,,,,,,1841.370116518163,1841.37
Dan Gibson,[19740],1,"['science, technology, design, DNA, biotech, genetics, disease, biology, future, medicine, humanity, public health, society, Vaccines']",True,https://en.wikipedia.org/wiki/Dan_Gibson,"Dan Gibson (January 19, 1922 in Montreal – March 18, 2006 in Toronto) was a Canadian photographer, cinematographer and sound recordist.",Photographer · cinematographer · sound recordist,"Daniel Armstrong Gibson(1922-01-19)January 19, 1922Montreal, Canada",,584.8392592592593,584.84
Dan Goods,[77146],1,"['technology, engineering, invention, NASA, innovation, TEDx, pandemic, coronavirus']",False,,,,,,807.3108026554013,807.31
Dan Gross,[2472],1,"['social change, future, marketing, communication, community, activism, parenting, decision-making, violence, law, government, policy, kids, goals']",True,https://en.wikipedia.org/wiki/Dan_Gross,"Dan Gross is an American public relations and crisis communications professional[1] who wrote a gossip column for the Philadelphia Daily News.[2] His work has appeared in magazines such as Rolling Stone and Anthem, and he published two fanzines, Scenester! and Deal With It in the 1990s.[3] He is a graduate of Lower Merion High School and Temple University. In 2009 he became president of The Newspaper Guild of Greater Philadelphia Local 10.[4] He played bass in the band None More Black and is cur",,,,396.9136955291455,396.91
Dan Harris,[95723],1,"['relationships, storytelling, personal growth, humor, meditation, mindfulness']",False,https://en.wikipedia.org/wiki/Dan_Harris,,,,,5085.689712085091,2542.84
Dan Jørgensen,[87645],1,"['climate change, science, sustainability, technology, energy, wind energy, electricity, Countdown, renewable energy']",True,https://en.wikipedia.org/wiki/Dan_Jørgensen,,,"(1975-06-12) 12 June 1975 (age 50)Odense, Denmark",,1387.8360773085185,1387.84
Dan Knights,[19535],1,"['science, health, biology, medicine, biodiversity, visualizations, microbiology, data, TEDMED']",False,,,,,,580.27878563495,580.28
Dan Meyer,[855],1,"['education, math, TEDx, teaching, kids']",True,https://en.wikipedia.org/wiki/Dan_Meyer,Daniel Meyer is the name of:,,,,542.493927125506,542.49
Dan Pacholke,[2057],1,"['culture, global issues, social change, crime, prison, TEDx, justice system']",False,,,,,,243.28464147286823,243.28
