speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
Imogen Ellen Napper,1,463.4,0.0,0,0,0,0.8306993594812002
Imran Razik,1,3149.25,100.0,1,1,0,41.48105461640826
Ingrid Boas,1,418.92,0.0,0,0,0,0.7509275433588233
Ioannis Papachimonas,1,223.08,0.0,0,0,0,0.39970199323727873
J. V. Maranto,1,3419.35,100.0,1,1,0,41.96546036134203
Jac de Haan,1,2828.0,100.0,1,1,0,40.904914869796
Jack Cooper,1,1736.74,0.0,0,0,0,3.1143469390960266
Jacob Soboroff,1,20.45,0.0,0,0,1,5.8696543486899975
Jacqueline Doan,1,678.81,0.0,0,0,0,1.2170223565792493
Jacques S. Abramowicz,1,288.38,0.0,0,0,0,0.5168130452334841
Jaden Smith,1,6.28,0.0,0,0,1,5.844241429749932
Jakob Christensen-Dalsgaard,1,508.02,0.0,0,0,0,0.9107222559600775
Jamelle Bouie,1,21.8,0.0,0,0,1,5.872075480699108
James A. Smith,1,590.71,0.0,0,0,0,1.0590210750958544
James Gillies,1,1286.48,0.0,0,0,1,8.140191946833273
James McManus,1,2205.15,100.0,1,1,1,45.62123160090192
James Spann,1,18299.52,100.0,1,1,1,74.48537558124141
James Zucker,1,1093.57,0.0,0,0,0,1.9608658470225286
Jamie Bernthal,1,901.7,0.0,0,0,0,1.6167602184388852
Jan Bill,1,610.24,0.0,0,0,0,1.0940467848276445
Jan Stejskal,1,596.4,0.0,0,0,1,6.902581001021001
Jane Hirshfield,1,774.13,0.0,0,0,1,7.221327513598115
Janell Hobson,1,815.46,0.0,0,0,0,1.4620947188347082
Janelle Peters,1,510.06,0.0,0,0,0,0.9143808554405103
Janja Lalich,1,2464.75,100.0,1,1,1,46.086806319098166
Jason Hoellwarth,1,7846.9,100.0,1,1,0,49.90596630721951
Jason Keam,1,9.71,0.0,0,0,0,0.01703759561966235
Jason Robert Jaffe,1,194.76,0.0,0,0,0,0.3489120239795063
Jaspal Ricky Singh,1,1370.01,0.0,0,0,0,2.4566419452435246
Javier Antonio Quinones,1,1500.05,0.0,0,0,0,2.6898597278099343
Jean-François Bastin,1,2388.37,100.0,1,1,0,40.11646874745156
Jeff Steers,1,833.1,0.0,0,0,0,1.4937308437537444
Jeffrey A. Lockwood,1,409.61,0.0,0,0,1,6.567586002516082
Jeffrey D. Means,1,619.78,0.0,0,0,0,1.111156117692021
Jeffrey Siegel,1,9528.51,100.0,1,1,0,52.921818009322706
Jenell Johnson,1,3695.02,100.0,1,1,0,42.45985551760227
Jennifer Holmgren,1,23.78,0.0,0,0,1,5.875626474312468
Jennifer Jacquet,1,900.31,0.0,0,0,1,7.447622652049588
Jennifer Lu,1,3697.08,100.0,1,1,0,42.463549985705065
Jennifer Petriglieri,1,201.86,0.0,0,0,0,0.3616453849163066
Jennifer Verduin,1,1403.62,0.0,0,0,0,2.5169191651147718
Jesse Byock,1,405.92,0.0,0,0,1,6.560968241691182
Jesse Kroll,1,266.9,0.0,0,0,0,0.4782901448218686
Jessica Howard,1,391.45,0.0,0,0,1,6.535017293415758
Jessica S. Wieder,1,865.88,0.0,0,0,0,1.5525195157971687
Jessica Smith,1,3511.84,100.0,1,1,0,42.13133480543283
Jessica Tomkins,1,924.12,0.0,0,0,0,1.6569689441012885
Jessica Whited,1,1287.97,0.0,0,0,0,2.3095088563343564
Jim Schulz,1,5545.68,100.0,1,1,0,45.77888675017957
Joanna Moles,1,563.79,0.0,0,0,0,1.0107419094030847
Joao Pedro de Magalhaes,1,2471.76,100.0,1,1,1,46.099378271234364
Jodie Houlston-Lau,1,341.56,0.0,0,0,0,0.612187712081236
Joel Bervell,1,1290.36,0.0,0,0,1,8.147150459570568
Joelle Rabow Maletis,1,1503.64,0.0,0,0,0,2.696298145523049
John C. Moore,1,377.51,0.0,0,0,1,6.5100168636328
John Cameron,1,1357.36,0.0,0,0,0,2.433955041602606
John David Walters,1,8157.77,100.0,1,1,0,50.46349023882839
John Kerry,1,932.91,0.0,0,0,1,7.506088506491798
John Kitching,1,1509.23,0.0,0,0,0,2.7063234254718815
John Lewis,1,1404.05,0.0,0,0,1,8.35104564335998
John Marshall,1,782.79,0.0,0,0,1,7.236858627078776
John Soluri,1,1778.04,0.0,0,0,0,3.188415644263612
John Varney,1,1048.16,0.0,0,0,0,1.8794261399605432
Jon Adams,1,569.95,0.0,0,0,1,6.8551447479536245
Jon Bergmann,1,1705.36,0.0,0,0,0,3.0580690706176052
Jon Kung,1,1336.52,0.0,0,0,1,8.229935239970947
Jonathan Butterworth,1,594.9,0.0,0,0,0,1.0665355514796844
Jonathan Morris,1,4096.47,100.0,1,1,0,43.179828439866846
Jordana Moore Saggese,1,520.41,0.0,0,0,0,0.9329428675103527
Joseph Goffman,1,1678.37,0.0,0,0,0,3.0096643647465853
Joseph Isaac,1,475.29,0.0,0,0,1,6.685378558337074
Josh Samani,1,925.78,0.0,0,0,0,1.6599460397569346
Joshua Borths,1,5699.86,100.0,1,1,0,46.0553979599311
Joshua Harvey,1,658.38,0.0,0,0,0,1.1803825588413859
Joshua Paul Dale,1,1362.68,0.0,0,0,0,2.4434960951496167
Joshua Roman,1,1535.82,0.0,0,0,1,8.587366061760287
José Américano N L F de Freitas,1,616.47,0.0,0,0,0,1.1052198606919073
Joëlle Rollo-Koster,1,1680.51,0.0,0,0,1,8.846857610203331
Judd A. Schorr,1,3013.11,100.0,1,1,0,41.23689690402291
Judy Cebra-Thomas,1,451.36,0.0,0,0,0,0.8091064488221756
Julie Dreyfuss,1,1553.03,0.0,0,0,0,2.7848757084341145
Julissa Prado,1,2343.19,100.0,1,1,0,40.03544152954668
June Tangney,1,131.98,0.0,0,0,0,0.23632041840030604
Jung von Matt,1,17.1,0.0,0,0,1,5.86364635444517
Justin Schmidt,1,1167.37,0.0,0,0,0,2.093221063520537
Justin Trudeau,1,1165.24,0.0,0,0,1,7.922756358104026
Juwen Zhang,1,1997.05,0.0,0,0,0,3.581194993385954
K. Erica Dodge,1,249.36,0.0,0,0,0,0.4468333630146184
AJ Hikes,1,1657.43,0.0,0,0,1,8.805465220003143
AKQA,1,17.1,0.0,0,0,1,5.86364635444517
Karen D. Davis,1,1245.21,0.0,0,0,0,2.232821741734697
Karen Guillemin,1,843.17,0.0,0,0,1,7.345145997975114
Karen L. Cox,1,1591.84,0.0,0,0,1,8.687834072982756
Karli Büchling,1,221.57,0.0,0,0,0,0.39699391224931135
Karlos Hill,1,1687.7,0.0,0,0,0,3.0263970770762123
Kate Gardoqui,1,669.0,0.0,0,0,0,1.1994287973130509
Kate Green,1,10584.36,100.0,1,1,1,60.648767557978864
Kate Messner,1,3225.17,100.0,1,1,0,41.617211906876136
Katerina Kaouri,1,2126.07,0.0,0,0,0,3.812583476212148
Katharina Brecht,1,8370.28,100.0,1,1,0,50.844612285684654
Katharina Ribbeck,1,4449.42,100.0,1,1,1,49.646175255779774
Katherine Hampsten,1,1751.06,0.0,0,0,0,3.1400288727037706
Kathleen Morrill Pirovich,1,3985.0,100.0,1,1,0,42.97991467315908
Kathryn M. Stephenson,1,428.76,0.0,0,0,0,0.7685749055585578
Kathryn Tempest,1,17751.38,100.0,1,1,0,67.66896894543353
Katie McGinty,1,316.8,0.0,0,0,1,6.401137660467569
Kay Almere Read,1,958.78,0.0,0,0,0,1.7191292666462878
Kay Read,1,774.62,0.0,0,0,0,1.3888509919813388
Kayla Mandel Sheets,1,2012.6,0.0,0,0,0,3.6090828472686645
Keenan Norris,1,300.56,0.0,0,0,0,0.5386570362490091
Keith Eggener,1,2521.6,100.0,1,1,0,40.35540757528394
Kelli Sandman-Hurley,1,3383.74,100.0,1,1,0,41.901596279235065
Kenneth Kostel,1,404.06,0.0,0,0,0,0.7242771569474358
Aaron Perzanowski,1,2131.99,0.0,0,0,1,9.656555891294401
Kevin Ehrman-Solberg,1,354.11,0.0,0,0,0,0.6346952726103691
Aaron Reedy,1,1742.04,0.0,0,0,0,3.1238521240206807
Kevin P. Boyd,1,8976.43,100.0,1,1,0,51.93170055777501
Aaron Sams,1,1073.1,0.0,0,0,1,7.757509614904477
Aaron Slepkov,1,2780.29,100.0,1,1,0,40.81935027116293
Aatish Bhatia,1,1787.38,0.0,0,0,0,3.2051662909044167
Kirsten Delegard,1,354.11,0.0,0,0,0,0.6346952726103691
Kit Brooks,1,998.38,0.0,0,0,0,1.7901491389135122
Kostas Karpouzis,1,186.21,0.0,0,0,0,0.3335781879218102
Abdallah Ewis,1,894.65,0.0,0,0,0,1.6041165290579777
Kristiina J. Hurme,1,661.39,0.0,0,0,0,1.185780786506142
Krystian Aparta,1,847.24,0.0,0,0,0,1.5190899597602734
Kylan Gibbs,1,1326.33,0.0,0,0,0,2.3783048740154347
Larry Lagerstrom,1,929.68,0.0,0,0,0,1.6669404211165855
Lars Brownworth,1,646.93,0.0,0,0,1,6.993203075406426
Laura Aitken-Burt,1,2965.37,100.0,1,1,0,41.151278502456314
Laura Shin,1,394.85,0.0,0,0,0,0.7077596563519526
Laura Wright,1,366.4,0.0,0,0,1,6.490091843913386
Laurence Hurst,1,1380.83,0.0,0,0,1,8.309402172803287
Lea Gaslowitz,1,1885.75,0.0,0,0,0,3.3815861099682256
Leah Lagos,1,1370.01,0.0,0,0,0,2.4566419452435246
Achmad Ariefiandy,1,4050.22,100.0,1,1,0,43.09688225066586
LeeAnn Renninger,1,1614.19,0.0,0,0,0,2.8945619556023825
Lehua Kamalu,1,838.49,0.0,0,0,0,1.5033974374790056
Leo Q. Wan,1,503.85,0.0,0,0,0,0.9032436481986048
Leon Claessens,1,1041.53,0.0,0,0,0,1.8675356916491364
Leonora Neville,1,638.92,0.0,0,0,0,1.145482389287846
Leslie Kenna,1,994.95,0.0,0,0,0,1.7839976701792553
Lewis Carroll,1,596.56,0.0,0,0,1,6.902867949999858
Liesbeth Demuyser,1,1205.5,0.0,0,0,0,2.1616045920445086
Lieven Scheire,1,237.8,0.0,0,0,1,6.2594566021566935
Lijun Zhang,1,1388.72,0.0,0,0,1,8.323552344323199
Lillian Faderman,1,126.23,0.0,0,0,1,6.059363492337143
Lina Marieth Hoyos,1,569.81,0.0,0,0,0,1.021538364732597
Linda T. Elkins-Tanton,1,1755.79,0.0,0,0,1,8.981867104755773
Lisa Damour,1,1652.98,0.0,0,0,1,8.797484451528668
Lisa Janae Bacon,1,296.37,0.0,0,0,0,0.531142559865179
Lisa Krause,1,966.29,0.0,0,0,0,1.7325979343414104
Liz Fosslien,1,574.91,0.0,0,0,1,6.8640401662982065
Lorenzo García-Amaya,1,1641.98,0.0,0,0,0,2.9444014063676898
Lori Marino,1,11163.79,100.0,1,1,1,61.68793535060002
Lorin Swint Matthews,1,121.8,0.0,0,0,1,6.051418592485026
Lorraine Lisiecki,1,6461.06,100.0,1,1,1,53.25391302971004
Lou Serico,1,1645.98,0.0,0,0,0,2.9515751308391263
Louise Thwaites,1,15523.71,100.0,1,1,0,63.67379624711214
Lucas C. Majure,1,469.59,0.0,0,0,0,0.8418006981007488
Adam Pritchard,1,3210.36,100.0,1,1,0,41.59065119202064
Lucia Carminati,1,776.24,0.0,0,0,0,1.3917563503922707
Luis Zambrano,1,2502.22,100.0,1,1,1,46.154006183084356
Adam Zeman,1,6333.47,100.0,1,1,0,47.19173385051787
Lukas Rieppel,1,760.37,0.0,0,0,0,1.3632945985518454
Luke M. Jacobus,1,644.45,0.0,0,0,0,1.1554000633696075
Addison Anderson,1,1271.43,0.0,0,0,0,2.2798455056449654
Adeline Cuvelier,1,5839.86,100.0,1,1,0,46.30647831643139
Lyla Latif,1,445.8,0.0,0,0,0,0.7991349718068785
M Jackson,1,223.14,0.0,0,0,1,6.233164901968878
M. Alejandra Perotti,1,1397.77,0.0,0,0,0,2.506427593075296
Madhavi Venkatesan,1,294.73,0.0,0,0,1,6.3615566356964175
Malachy McHugh,1,11121.65,100.0,1,1,0,55.779004860428905
Malay Bera,1,1694.98,0.0,0,0,0,3.039453255614227
Aditi Nerurkar,1,2171.37,100.0,1,1,0,39.727294194876116
Manish Kumar,1,4477.34,100.0,1,1,1,49.69624785259041
Mar Hershenson,1,933.37,0.0,0,0,1,7.506913484806013
Marc Adam Hertzman,1,246.35,0.0,0,0,0,0.4414351353498621
Marc Fagelson,1,3834.66,100.0,1,1,0,42.710290238900136
Marcos Salazar,1,2073.53,0.0,0,0,0,3.7183566052798254
Marcus Samuelsson,1,904.7,0.0,0,0,1,7.45549581465699
Margaret Hamilton,1,223.0,0.0,0,0,0,0.3995585187478499
Adrián Paenza,1,2482.89,100.0,1,1,1,46.119339159576136
Maria Elena De Obaldia,1,1856.04,0.0,0,0,1,9.161658574321157
Maria R. D’Orsogna,1,381.7,0.0,0,0,0,0.6841760371521041
Marianne Schwarz,1,2411.75,100.0,1,1,0,40.15839916698711
Marie Brodsky,1,1481.72,0.0,0,0,0,2.6569861354195754
Mariela Pajuelo,1,1500.05,0.0,0,0,0,2.6898597278099343
Marisa G. Franco,1,1979.82,0.0,0,0,0,3.5502941752252397
Marjee Chmiel,1,271.61,0.0,0,0,0,0.4867372053869854
Mark Changizi,1,73.07,0.0,0,0,1,5.964024694111749
Mark Hopwood,1,1066.07,0.0,0,0,0,1.911546491281401
Mark Liddell,1,792.55,0.0,0,0,0,1.421007211924554
Mark Lytle,1,268.98,0.0,0,0,0,0.4820204815470157
Mark S. Micale,1,1185.46,0.0,0,0,1,7.959019535307138
Mark T. Rivera,1,434.1,0.0,0,0,0,0.7781518277279259
Marko Russiver,1,126.05,0.0,0,0,0,0.22568537187140103
Marlene Daut,1,303.26,0.0,0,0,0,0.5434993002672288
Martin Hilpert,1,610.02,0.0,0,0,0,1.0936522299817153
Maruša Brada,1,428.66,0.0,0,0,0,0.768395562446772
Mary Staicu,1,712.86,0.0,0,0,0,1.278088686142355
Mary Ziegler,1,1339.52,0.0,0,0,1,8.235315533324526
Masako Tamaki,1,1066.9,0.0,0,0,0,1.9130350391092243
Aimée Eubanks Davis,1,278.86,0.0,0,0,0,0.4997395809914646
Matt Mullenweg,1,1385.65,0.0,0,0,1,8.31804651079137
Matt Porter,1,223.0,0.0,0,0,0,0.3995585187478499
Matteo Fadel,1,181.14,0.0,0,0,0,0.32448549215426403
Matteo Salvadore,1,716.2,0.0,0,0,0,1.2840787460760046
Matthew Winkler,1,3376.79,100.0,1,1,0,41.889131932965945
Meg Jacobs,1,388.17,0.0,0,0,1,6.52913483934918
Akshita Agarwal,1,1054.07,0.0,0,0,0,1.8900253178670903
Megan Davis,1,297.71,0.0,0,0,1,6.3669010604276375
Melanie E. Peffer,1,338.66,0.0,0,0,0,0.6069867618394444
Melody Smith,1,513.89,0.0,0,0,0,0.9212496966219109
Merve Emre,1,778.23,0.0,0,0,1,7.2286805811813375
Micah Eames,1,144.6,0.0,0,0,0,0.25895351910768916
Michael Beug,1,2443.0,100.0,1,1,0,40.2144438894202
Michael C. Bush,1,1657.11,0.0,0,0,0,2.971536019180899
Michael Corballis,1,409.75,0.0,0,0,1,6.567837082872581
Michael D'Emic,1,3210.36,100.0,1,1,0,41.59065119202064
Michael Marder,1,3421.71,100.0,1,1,1,47.8030481616447
Michael Mauser,1,9350.08,100.0,1,1,0,52.60181609496309
Alan Lupack,1,1230.96,0.0,0,0,0,2.207265348305204
Michael R. Stiff,1,1123.61,0.0,0,0,0,2.014740517803019
Michael S. A. Graziano,1,758.55,0.0,0,0,0,1.3600305539173414
Michael S.A. Graziano,1,296.25,0.0,0,0,0,0.5309273481310359
Michael Staff,1,3716.68,100.0,1,1,0,42.49870123561511
Alan Stern,1,7625.43,100.0,1,1,1,55.34213042041176
Michelle Brown,1,400.11,0.0,0,0,0,0.7171931040318918
Michelle Mehrtens,1,292.47,0.0,0,0,0,0.5241481785055282
Michelle R. Weise,1,298.22,0.0,0,0,0,0.5344604074332187
Michelle Weise,1,2117.13,0.0,0,0,0,3.7965502020184867
Mikael Cho,1,688.64,0.0,0,0,0,1.2346517844678053
Mike Davis,1,1600.32,0.0,0,0,0,2.8696870659976756
Miles Zhang,1,693.54,0.0,0,0,0,1.2434395969453151
Alayna Vaughan,1,350.36,0.0,0,0,0,0.627969905918397
Miranda Brown,1,905.18,0.0,0,0,0,1.623001358729035
Mohamed Aburawi,1,910.22,0.0,0,0,0,1.6320402515630457
Mollie Godfrey,1,862.76,0.0,0,0,0,1.5469240107094482
Albert Zink,1,1900.81,0.0,0,0,0,3.408595182603185
Molly Hemstreet,1,3886.56,100.0,1,1,0,42.80336931391703
Molly Wright,1,9441.08,100.0,1,1,0,52.765018326688285
Monica Malta,1,1067.61,0.0,0,0,1,7.747663678067432
Monique Ruff-Bell,1,892.9,0.0,0,0,0,1.6009780246017242
Morra Aarons-Mele,1,669.43,0.0,0,0,0,1.20019997269373
Moya Bailey,1,208.19,0.0,0,0,1,6.206353106756883
Alejandro Rico-Guevara,1,661.39,0.0,0,0,1,7.0191360893706705
Murry Gans,1,8411.04,100.0,1,1,0,50.9177125380486
NWHunter,1,859.78,0.0,0,0,0,1.5415795859782278
Nadia Frontier,1,278.48,0.0,0,0,0,0.49905807716667805
Nadia Kalman,1,1608.74,0.0,0,0,0,2.8847877560100503
Naomi R. Mercer,1,5595.43,100.0,1,1,0,45.86810994829307
Natalie Lira,1,1221.12,0.0,0,0,0,2.1896179861054685
Natalya St. Clair,1,3272.99,100.0,1,1,0,41.702973782932155
Nathan D. Horowitz,1,769.88,0.0,0,0,0,1.380350128482686
Alex Hofeldt,1,2537.83,100.0,1,1,0,40.3845149623268
Alex Kazachek,1,678.81,0.0,0,0,0,1.2170223565792493
Nazzy Pakpour,1,954.14,0.0,0,0,0,1.7108077462594213
Ned Blackhawk,1,619.78,0.0,0,0,1,6.944511420556548
Nedra Glover Tawwab,1,1884.9,0.0,0,0,1,9.213416996382573
Neil Bradbury,1,1935.83,0.0,0,0,0,3.471401140350614
Neil R. Jeyasingam,1,2493.05,100.0,1,1,0,40.304205116869056
Netta Schramm,1,7010.86,100.0,1,1,0,48.4065861554445
Nicaila Matthews Okome,1,1031.91,0.0,0,0,0,1.850282884295331
Nicholas Amendolare,1,6183.99,100.0,1,1,0,46.923651767020274
Alex Soojung-Kim Pang,1,465.15,0.0,0,0,0,0.8338378639374538
Nick Caruso,1,1435.0,0.0,0,0,0,2.5731970335931935
Nick Pizzo,1,314.78,0.0,0,0,0,0.5641596267449668
Nicki Beaman Griffin,1,458.42,0.0,0,0,0,0.8217680725142615
Nicola Storelli,1,1855.01,0.0,0,0,0,3.3264560374052343
Nicole Avena,1,6442.92,100.0,1,1,0,47.38802488636756
Nidhi Upadhyaya,1,2052.5,0.0,0,0,0,3.6806407488712467
Nigel Hughes,1,363.23,0.0,0,0,1,6.484406667269773
Nigel Rothfels,1,268.84,0.0,0,0,0,0.48176940119051537
Alex Worsnip,1,821.95,0.0,0,0,0,1.4737340867896145
Niko Zlotnik,1,1253.73,0.0,0,0,0,2.2481017748588576
Nina G. Jablonski,1,3364.96,100.0,1,1,1,47.7012709457062
Nina Klietsch,1,1074.92,0.0,0,0,0,1.9274183566744552
Nina Medvinskaya,1,1785.68,0.0,0,0,0,3.2021174580040563
Nina Westbrook,1,962.56,0.0,0,0,0,1.7259084362717958
Alexander H. Toledo,1,975.02,0.0,0,0,0,1.748254588000321
Noa Kageyama,1,3988.4,100.0,1,1,0,42.9860123389598
Noah Zandan,1,10210.59,100.0,1,1,0,54.145081506192106
Alexandra Minna Stern,1,1221.12,0.0,0,0,1,8.022973288969997
Norah Magero,1,909.45,0.0,0,0,1,7.464014612466821
Alexandros Charalambides,1,351.04,0.0,0,0,0,0.6291894390785412
Oliver Elfenbaum,1,5245.57,100.0,1,1,0,45.240660137398855
OpenAI,1,2.08,0.0,0,0,1,5.836709019054924
Oren Zaslansky,1,215.67,0.0,0,0,0,0.386412668653942
Orisanmi Burton,1,180.76,0.0,0,0,0,0.32380398832947754
Paco de Leon,1,353.75,0.0,0,0,0,0.6340496374079396
Pall Thordarson,1,2916.59,100.0,1,1,0,41.063794932527145
Paschal Kyiiripuo Kyoore,1,1087.03,0.0,0,0,0,1.9491368075117292
Patrice Gordon,1,247.32,0.0,0,0,0,0.4431747635341855
Ali Abu Awwad,1,1045.72,0.0,0,0,1,7.708405470897493
Patrick Lin,1,829.1,0.0,0,0,0,1.4865571192823077
Patrick McGinnis,1,751.78,0.0,0,0,1,7.181244328113961
PatrickJMT,1,1002.16,0.0,0,0,0,1.7969283085390197
Paul CJ Taylor,1,1049.18,0.0,0,0,0,1.8812554397007593
Paul Jennings,1,327.79,0.0,0,0,0,0.587492165588315
Paul S. Kindstedt,1,7801.53,100.0,1,1,0,49.82459833740223
Paul Trillo,1,2.08,0.0,0,0,0,0.0033537161903966937
Paule Joseph,1,1108.32,0.0,0,0,0,1.987318956010952
Pazit Cahlon,1,1400.21,0.0,0,0,0,2.510803565002872
Pedro Brugarolas,1,166.68,0.0,0,0,0,0.2985524781900201
Peggy Andover,1,1511.63,0.0,0,0,0,2.710627660154744
Pekka Hämäläinen,1,429.54,0.0,0,0,1,6.603329084695016
Percy Tussamba,1,143.72,0.0,0,0,0,0.25737529972397305
Peter Bohacek,1,181.8,0.0,0,0,0,0.32566915669205115
Peter Lorge,1,742.95,0.0,0,0,0,1.332053028478738
Peter Mende-Siedlecki,1,1441.55,0.0,0,0,0,2.584944007415171
Peter Schwartzstein,1,986.96,0.0,0,0,0,1.7696681555475602
Philip A. Chan,1,410.33,0.0,0,0,0,0.7355219700564128
Philip Renaud,1,404.06,0.0,0,0,0,0.7242771569474358
Plankton Chronicles Project,1,417.58,0.0,0,0,0,0.748524345660892
Prateek Singh,1,648.27,0.0,0,0,1,6.995606273104357
Pratik Aghor,1,1434.51,0.0,0,0,0,2.5723182523454424
Priyanka Chopra Jonas,1,8.37,0.0,0,0,1,5.8479897007862585
Priyanka Jain,1,402.45,0.0,0,0,0,0.7213897328476824
Puqun Li,1,1202.25,0.0,0,0,0,2.155775940911466
R. Saravanan,1,378.01,0.0,0,0,0,0.6775582763272037
Allison Ramsey,1,712.86,0.0,0,0,0,1.278088686142355
Rahaf Harfoush,1,419.35,0.0,0,0,0,0.7516987187395028
Ralitsa Petrova,1,712.1,0.0,0,0,0,1.2767256784927818
Ram Neta,1,536.07,0.0,0,0,0,0.9610279988160279
Ramin Hasani,1,1350.28,0.0,0,0,0,2.4212575492881627
Ramon Glazov,1,1370.86,0.0,0,0,0,2.4581663616937046
Randall Hayes,1,2061.28,0.0,0,0,0,3.6963870740860507
Raye Ploeger,1,1403.8,0.0,0,0,0,2.5172419827159866
Raye Zaragoza,1,30.15,0.0,0,0,1,5.887050630533231
Raymond Adkins,1,2190.84,100.0,1,1,0,39.762212298740835
Rebecca J. Barthelmie,1,906.16,0.0,0,0,0,1.624758921224537
Rebecca Kaplan,1,4471.77,100.0,1,1,1,49.68625844126393
Rebecca L. Walker,1,980.37,0.0,0,0,0,1.7578494444808679
Rebecca Tarvin,1,1005.77,0.0,0,0,0,1.8034025948744914
Rebecca Webster,1,1094.85,0.0,0,0,1,7.796516741717917
Rebekah Bergman,1,684.69,0.0,0,0,0,1.2275677315522613
Rene Laufer,1,291.06,0.0,0,0,0,0.5216194406293467
Amanda Mattes,1,456.64,0.0,0,0,0,0.8185757651244722
Reynaldo Lopes,1,714.36,0.0,0,0,0,1.2807788328191436
Richard J. Wood,1,2901.29,100.0,1,1,1,46.869710739288415
Richard Saul Wurman,1,845.27,0.0,0,0,1,7.348912203322619
Riché D. Richardson,1,342.15,0.0,0,0,0,0.613245836440773
Amber M. Yates,1,629.4,0.0,0,0,0,1.1284089250458267
Rob Cross,1,1653.51,0.0,0,0,1,8.798434970021134
Amber Stuver,1,2541.24,100.0,1,1,0,40.390630562438695
Rob Ulrich,1,1428.17,0.0,0,0,0,2.560947899058215
Robert A. Belle,1,1389.65,0.0,0,0,0,2.491864932398279
Robert Chang,1,795.8,0.0,0,0,1,7.260191165922124
Robert Frost,1,881.4,0.0,0,0,1,7.413708869610872
Robert Garland,1,10198.13,100.0,1,1,0,54.12273535446358
Robert Lustig,1,698.02,0.0,0,0,1,7.0848294712178514
Amelia Nagoski,1,1611.08,0.0,0,0,0,2.8889843848258407
Robert Palmer,1,324.16,0.0,0,0,1,6.414337313495014
Robert Reffkin,1,443.63,0.0,0,0,1,6.628598529145652
Robert Siddall,1,1053.27,0.0,0,0,0,1.8885905729728032
Ameya Gondhalekar,1,3169.66,100.0,1,1,0,41.517658545523766
Ami Angelowicz,1,437.62,0.0,0,0,0,0.7844647052627903
Ami Dar,1,1045.72,0.0,0,0,1,7.708405470897493
Robyn J. Crook,1,1558.93,0.0,0,0,0,2.795456952029484
Roey Tzezana,1,299.44,0.0,0,0,0,0.5366483933970068
Amit H. Sachdev,1,3025.78,100.0,1,1,0,41.259619676286185
Ron Shaneyfelt,1,159.81,0.0,0,0,0,0.28623160641032747
Roni Shanoada,1,2980.81,100.0,1,1,0,41.17896907891606
Amy C. Edmondson,1,533.55,0.0,0,0,0,0.9565085523990227
Roy Wood Jr.,1,1120.99,0.0,0,0,1,7.843397031138755
Royal Ramey,1,1235.27,0.0,0,0,0,2.214995036423177
Ruchi Sinha,1,2752.14,100.0,1,1,0,40.768865185195196
Rumaitha Al Busaidi,1,846.83,0.0,0,0,1,7.351709955866478
Safia Elhillo,1,182.16,0.0,0,0,1,6.159670094759007
Sahaj Kaur Kohli,1,797.78,0.0,0,0,0,1.4303868566709577
Sahba Aminikia,1,699.28,0.0,0,0,1,7.087089194426355
Amy Hrdina,1,266.9,0.0,0,0,0,0.4782901448218686
Sally Frampton,1,2671.35,100.0,1,1,0,40.623973885183354
Amy Nicole Baker,1,1054.58,0.0,0,0,0,1.8909399677371985
Sam Kean,1,2115.76,0.0,0,0,1,9.627448504251547
Samantha Agoos,1,4977.76,100.0,1,1,0,44.76036134972498
Sara C. Mednick,1,3456.12,100.0,1,1,0,42.031404823545714
Sara C. Pryor,1,906.16,0.0,0,0,0,1.624758921224537
Sara Garofalo,1,1120.76,0.0,0,0,0,2.0096292391171207
Sarah E. Tracy,1,2830.44,100.0,1,1,0,40.909290841723575
Anais Rassat,1,3452.06,100.0,1,1,0,42.024123493207206
Sasha Winkler,1,2144.96,0.0,0,0,0,3.846461390028508
Scott Hershberger,1,551.85,0.0,0,0,0,0.989328341855846
Scott Laderman,1,5323.38,100.0,1,1,0,45.38020701267948
Scott Peeples,1,1023.16,0.0,0,0,0,1.8345903620140631
Sean P. S. Gulick,1,335.64,0.0,0,0,0,0.6015705998635096
Seena Mathew,1,605.63,0.0,0,0,0,1.0857790673743135
Shahar Erez,1,434.22,0.0,0,0,0,0.7783670394620692
Shai Marcu,1,2629.03,100.0,1,1,0,40.548075880275555
Shai Weiss,1,30.01,0.0,0,0,0,0.053444247312204
Shane Gero,1,406.99,0.0,0,0,0,0.7295319101227632
Shannon N. Tessier,1,1115.29,0.0,0,0,0,1.9998191709024302
Andrea Berchowitz,1,1080.85,0.0,0,0,0,1.9380534032033598
Shannon Zhao,1,943.34,0.0,0,0,0,1.691438690186542
Sharmi Surianarain,1,274.6,0.0,0,0,0,0.4920995644293844
Sharon Horesh Bergquist,1,3671.42,100.0,1,1,0,42.4175305432208
Sharon N. DeWitte,1,3290.96,100.0,1,1,1,47.56855704298461
Shaylin Schundler,1,683.74,0.0,0,0,0,1.225863971990295
Andrea Gibson,1,131.5,0.0,0,0,1,6.068814874328261
Andrea M. Henle,1,806.89,0.0,0,0,0,1.446725014154655
Shilpa Ravella,1,2945.12,100.0,1,1,0,41.11496152231967
Andreea S. Calude,1,1124.95,0.0,0,0,0,2.0171437155009504
Shrabani Basu,1,636.44,0.0,0,0,1,6.974389982980083
