speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
Kristie Overstreet,1,689.6,0.0,0,0,0,1.23637347834095
Kristin Barry,1,1690.14,0.0,0,0,1,8.864128351868317
Kristin Jones,1,951.88,0.0,0,0,1,7.540109894797586
Kristin Poinar,1,1686.27,0.0,0,0,0,3.0238324705776733
Kristina Gjerde,1,79.19,0.0,0,0,1,5.975000492553047
Abeer Seikaly,1,19.85,0.0,0,0,1,5.868578290019282
Kristy Ellmer,1,2060.75,0.0,0,0,0,3.6954365555935857
Kriti Sharma,1,982.58,0.0,0,0,1,7.595168230115863
Ksenia Petrichenko,1,1557.9,0.0,0,0,0,2.793609717978089
Kwabena Boahen,1,122.08,0.0,0,0,1,6.0519207531980275
Kwame Anthony Appiah,1,474.52,0.0,0,0,1,6.683997616376322
Kwame Owusu-Kesse,1,901.02,0.0,0,0,0,1.615540685278741
Kyle Quinn,1,13.95,0.0,0,0,0,0.024641743559385334
Kym Worthy,1,678.66,0.0,0,0,1,7.050108644776097
Kyra Gaunt,1,789.13,0.0,0,0,1,7.248228980366004
LADAMA,1,79.67,0.0,0,0,1,5.97586133948962
LB Hannahs,1,525.06,0.0,0,0,0,0.941282322208398
LZ Granderson,1,360.15,0.0,0,0,1,6.478882899426766
Abha Dawesar,1,315.34,0.0,0,0,1,6.398519251035495
Laetitia Ky,1,842.61,0.0,0,0,1,7.344141676549112
Lake Buckley,1,5.37,0.0,0,0,0,0.009254104568153444
Lakshmi Pratury,1,130.12,0.0,0,0,1,6.066339939385615
Lalitesh Katragadda,1,74.36,0.0,0,0,0,0.1329829173892593
Lam Ho,1,1346.43,0.0,0,0,0,2.4143528394844047
Lambers Fisher,1,1220.43,0.0,0,0,0,2.1883805186341467
Lamin Jassey,1,1569.62,0.0,0,0,0,2.8146287306793982
Lana Mazahreh,1,471.0,0.0,0,0,0,0.8443294359769302
Lana Yarosh,1,3.6,0.0,0,0,1,5.83943503435407
Laolu Senbanjo,1,348.12,0.0,0,0,1,6.45730792307892
Laprisha Berry Daniels,1,926.48,0.0,0,0,0,1.6612014415394358
Lara Durgavich,1,1049.77,0.0,0,0,0,1.8823135640602962
Lara Maiklem,1,6.34,0.0,0,0,1,5.844349035617005
Lara Setrakian,1,423.74,0.0,0,0,1,6.592927184211432
Yoruba Richen,1,205.88,0.0,0,0,1,6.202210280874628
Larry Burns,1,111.61,0.0,0,0,0,0.19978822652951428
Larry Irvin,1,1260.47,0.0,0,0,0,2.2601895005932287
Larry Page,1,677.42,0.0,0,0,1,7.047884790189952
Larry Smith,1,1470.58,0.0,0,0,0,2.637007312766624
Lars Fæste,1,6.56,0.0,0,0,0,0.011388287598405886
Lars Jönsson,1,1.23,0.0,0,0,0,0.0018292997402163788
Adar Cohen,1,227.76,0.0,0,0,0,0.40809525086885967
Laura Bates,1,614.46,0.0,0,0,1,6.934970367009536
Zahra Al-Mahdi,1,1092.16,0.0,0,0,0,1.9583371091463475
Laura Boykin,1,813.98,0.0,0,0,1,7.292795743644804
Laura Caccia,1,2.22,0.0,0,0,0,0.0036047965468969808
Laura Carstensen,1,338.01,0.0,0,0,1,6.439176334477363
Laura Fox,1,10.07,0.0,0,0,1,5.851038533686619
Laura Galante,1,871.01,0.0,0,0,1,7.3950751202963145
Laura Gassner Otting,1,2498.96,100.0,1,1,0,40.314804294775605
Laura Indolfi,1,428.94,0.0,0,0,0,0.7688977231597725
Laura L. Dunn,1,445.34,0.0,0,0,0,0.7983099934926633
Laura Lane,1,22.32,0.0,0,0,0,0.03965276201586679
Laura Miele,1,1634.4,0.0,0,0,1,8.764162501358845
Laura Robinson,1,530.59,0.0,0,0,0,0.9511999962901595
Laura Rovner,1,1103.0,0.0,0,0,0,1.9777779024639408
Laura Schulz,1,562.67,0.0,0,0,1,6.842088569415611
Laura Snyder,1,295.46,0.0,0,0,1,6.3628658404124545
Laura Tenenbaum,1,31.14,0.0,0,0,0,0.05547082447538489
Laura Trice,1,515.91,0.0,0,0,0,0.9248724274799865
Laura Vanderkam,1,4898.64,100.0,1,1,1,50.45182038254449
Laura Yawanawá,1,119.48,0.0,0,0,0,0.21390252942706614
Lauran Arledge,1,412.66,0.0,0,0,0,0.7397006645610249
Abhishek Gopalka,1,945.35,0.0,0,0,0,1.695043486733439
Lauren Dunford,1,1875.92,0.0,0,0,0,3.3639566820796696
Lauren Esposito,1,1.96,0.0,0,0,1,5.836493807320782
Lauren Fadiman,1,1629.78,0.0,0,0,0,2.9225215467298074
Lauren Hodge,1,220.42,0.0,0,0,0,0.3949314664637732
Lauren Pharr,1,551.34,0.0,0,0,0,0.9884136919857378
Abigail Disney,1,985.25,0.0,0,0,1,7.599956691200547
Lauren Senior,1,105.21,0.0,0,0,0,0.18831026737521545
Lauren Zalaznick,1,165.68,0.0,0,0,0,0.29675904707216094
Laurie Garrett,1,141.41,0.0,0,0,1,6.086587776706246
Laurie Santos,1,635.98,0.0,0,0,1,6.9735650046658675
Lawrence Bernstein,1,2578.01,100.0,1,1,0,40.45657502464237
Abigail Marsh,1,773.26,0.0,0,0,1,7.219767228525577
Laxmi Parida,1,5.3,0.0,0,0,1,5.8424838672544315
Leah Buechley,1,174.49,0.0,0,0,1,6.145914478085028
Leah Chase,1,569.98,0.0,0,0,1,6.8551985508871605
Leah Garcés,1,960.82,0.0,0,0,0,1.7227878661267209
Leah Georges,1,1196.39,0.0,0,0,0,2.1452664345608117
Leana Wen,1,567.16,0.0,0,0,1,6.850141075134799
Lear deBessonet with Brian Stokes Mitchell,1,991.18,0.0,0,0,0,1.7772364348649257
Abigail Spanberger,1,36.42,0.0,0,0,1,5.898295443642208
Lee Hotz,1,118.31,0.0,0,0,0,0.2118042150191709
Lee Mokobe,1,465.94,0.0,0,0,0,0.8352546745205627
Lee Smolin,1,54.01,0.0,0,0,1,5.929841897005352
Lee Thomas,1,1204.23,0.0,0,0,0,2.1593269345248274
Lei Cheng,1,1752.92,0.0,0,0,1,8.976719957447516
Lei Li,1,494.5,0.0,0,0,0,0.8864750672466213
Lei Zhang,1,2584.05,100.0,1,1,0,40.46740734859424
Leila Hoteit,1,1291.57,0.0,0,0,1,8.149320511223177
Leila Pirhaji,1,903.24,0.0,0,0,1,7.452877405224916
Leila Seth,1,492.58,0.0,0,0,1,6.716386982364858
Leila Takayama,1,438.6,0.0,0,0,1,6.61957757062282
Leili Anvar,1,905.58,0.0,0,0,1,7.457074034040706
Leland Melvin,1,762.63,0.0,0,0,1,7.200703055742734
Lemn Sissay,1,216.86,0.0,0,0,1,6.221902154548721
Lemon Andersen,1,333.07,0.0,0,0,1,6.430316784755139
Lena Dumont,1,6.52,0.0,0,0,0,0.011316550353691515
Lennart Green,1,1050.39,0.0,0,0,1,7.716780794217897
Lenore Skenazy,1,4892.33,100.0,1,1,1,50.440503832190785
Leo Igwe,1,477.92,0.0,0,0,1,6.690095282177043
Leo Lanna,1,251.4,0.0,0,0,0,0.4504919624950511
Leo Villareal,1,1327.19,0.0,0,0,1,8.213202527641322
Leon Marchal,1,1051.23,0.0,0,0,0,1.8849319734923704
Leonard Susskind,1,317.05,0.0,0,0,1,6.401586018247034
Leopoldo Lopez,1,1420.41,0.0,0,0,1,8.380386176448155
Leor Weinberger,1,120.03,0.0,0,0,1,6.048244219406416
Lera Boroditsky,1,9086.69,100.0,1,1,1,57.96279957569468
Abigail Washburn,1,216.29,0.0,0,0,1,6.220879898811543
Leslie Dodson,1,40.47,0.0,0,0,0,0.07220353680501117
Leslie Herod,1,839.7,0.0,0,0,1,7.338922791996143
Leslie Morgan Steiner,1,1827.2,0.0,0,0,1,9.109936020882097
Leslie Perlow,1,11.81,0.0,0,0,1,5.8541591038316945
Leslie T. Chang,1,354.55,0.0,0,0,1,6.468839685166754
Let It Happen,1,8.73,0.0,0,0,1,5.848635335988688
Abraham Verghese,1,420.86,0.0,0,0,1,6.587762102591997
Achenyo Idachaba,1,531.12,0.0,0,0,1,6.785505817647152
Lewis Bollard,1,3416.3,100.0,1,1,0,41.95999039643256
Achin Bhowmik,1,4.01,0.0,0,0,0,0.0068150382478649385
Leyla Acaroglu,1,353.47,0.0,0,0,1,6.466902779559466
Leymah Gbowee,1,294.11,0.0,0,0,1,6.360444708403344
Li Wei Tan,1,239.28,0.0,0,0,0,0.42875557734659764
Li-Huei Tsai,1,1993.47,0.0,0,0,1,9.408129812848545
Liam Young,1,1465.89,0.0,0,0,1,8.461951423688392
Lian Pin Koh,1,159.9,0.0,0,0,1,6.119748318075462
Liana Finck,1,1482.92,0.0,0,0,1,8.492493555625535
Lidia Yuknavitch,1,1294.42,0.0,0,0,1,8.154431789909076
Liene Ozoliņa,1,896.04,0.0,0,0,0,1.6066093983118022
Lil Buck,1,114.62,0.0,0,0,1,6.038541757058797
Lili Haydn,1,291.56,0.0,0,0,1,6.355871459052804
Lilly Singh,1,1898.29,0.0,0,0,1,9.237431039050708
Lily Tomlin,1,1222.73,0.0,0,0,1,8.02586071306975
Adam Aleksic,1,3012.55,100.0,1,1,1,47.069247885461444
Linda Cliatt-Wayman,1,668.43,0.0,0,0,0,1.1984065415758707
Linda Hill,1,816.95,0.0,0,0,1,7.298122234064847
Linda Liukas,1,614.32,0.0,0,0,1,6.934719286653038
Linda Zhang,1,22.88,0.0,0,0,1,5.874012386306395
Linden Vazey,1,56.47,0.0,0,0,0,0.10089843469075828
Adam Alter,1,1545.86,0.0,0,0,1,8.60537211018359
Lindsay Amer,1,1144.31,0.0,0,0,1,7.8852198448072315
Lindsay Levin,1,1096.34,0.0,0,0,0,1.9658336512189987
Lindsay Malloy,1,614.66,0.0,0,0,0,1.1019737503685818
Lindsay Morcom,1,1038.92,0.0,0,0,0,1.862854836431524
Lindsay Morris,1,827.1,0.0,0,0,0,1.4829702570465892
Lindsey A. Sherrill,1,1292.28,0.0,0,0,0,2.317238544452329
Lindsey Schneider,1,1323.07,0.0,0,0,0,2.372458288571214
Lindy Lou Isonhood,1,744.26,0.0,0,0,0,1.3344024232431335
Linus Torvalds,1,2436.97,100.0,1,1,1,46.03698480264404
Lisa Bu,1,1499.01,0.0,0,0,0,2.6879945594473607
Lisa Dazols,1,789.67,0.0,0,0,0,1.4158421303051194
Lisa Dyson,1,448.75,0.0,0,0,1,6.63778089646909
Lisa Feldman Barrett,1,2860.04,100.0,1,1,1,46.79573170567673
Lisa Gansky,1,148.64,0.0,0,0,1,6.099554283688368
Lisa Genova,1,2172.68,100.0,1,1,1,45.562998892505036
Lisa Godwin,1,1194.09,0.0,0,0,0,2.141141542989735
Lisa Harouni,1,364.39,0.0,0,0,0,0.6531317445019615
Lisa Jackson,1,761.3,0.0,0,0,0,1.3649624894914543
Lisa Kaltenegger,1,1875.51,0.0,0,0,1,9.196576678185876
Lisa Kristine,1,632.22,0.0,0,0,1,6.966821703662718
Lisa Margonelli,1,110.12,0.0,0,0,0,0.1971160141639041
Lisa Mosconi,1,2327.49,100.0,1,1,1,45.840639963860816
Lisa Nip,1,953.13,0.0,0,0,0,1.7089963808303836
Lisa Seacat DeLuca,1,9.52,0.0,0,0,1,5.850052146571796
Lisa-Marie Johnston,1,1.44,0.0,0,0,0,0.002205920274966809
Liu Bolin,1,305.99,0.0,0,0,1,6.3817506700835125
Liu Thai Ker,1,1302.33,0.0,0,0,1,8.168617830051343
Adam Carroll,1,2467.65,100.0,1,1,0,40.25865196647543
Liz Coleman,1,123.37,0.0,0,0,1,6.054234279340066
Liz Diller,1,146.72,0.0,0,0,1,6.096110895942078
Liz Hajek,1,492.27,0.0,0,0,0,0.8824757158537953
Liz Kleinrock,1,966.35,0.0,0,0,0,1.732705540208482
Adam Cutler,1,6.45,0.0,0,0,0,0.011191010175441374
Liz Powers,1,20.17,0.0,0,0,0,0.03579688511246953
Liza Donnelly,1,282.27,0.0,0,0,1,6.339210483967891
Lizzie Velásquez,1,4987.99,100.0,1,1,1,50.612063452925206
Lizzo,1,1527.94,0.0,0,0,1,8.573233824551554
Lloyd Pendleton,1,399.62,0.0,0,0,0,0.7163143227841409
Lloyd Treinish,1,14.35,0.0,0,0,0,0.025359116006529007
Lonneke Gordijn,1,1443.88,0.0,0,0,0,2.5891227019197833
Lord Nicholas Stern,1,220.89,0.0,0,0,0,0.395774379089167
Loretta J. Ross,1,1381.75,0.0,0,0,1,8.311052129431719
Loretta Napoleoni,1,135.49,0.0,0,0,1,6.07597066448852
Lori Gottlieb,1,3446.31,100.0,1,1,1,47.847166567144036
Lorie Wigle,1,2.44,0.0,0,0,0,0.0039993513928260034
Lorna Davis,1,1250.44,0.0,0,0,0,2.242201386481101
Lorrie Faith Cranor,1,399.2,0.0,0,0,1,6.548916384579168
Adam Davidson,1,181.26,0.0,0,0,0,0.32470070388840716
Louise Fresco,1,201.99,0.0,0,0,1,6.195233833826156
Louise Leakey,1,149.83,0.0,0,0,1,6.1016884667186195
Louise Mabulo,1,903.09,0.0,0,0,1,7.452608390557236
Luc de Brabandere,1,25.32,0.0,0,0,0,0.04503305536944437
Luca Turin,1,115.12,0.0,0,0,1,6.039438472617728
Lucas Joppa,1,1277.36,0.0,0,0,0,2.2904805521738703
Lucas Raspall,1,66.15,0.0,0,0,0,0.11825884791163532
Lucas Rizzotto,1,1118.91,0.0,0,0,0,2.006311391549081
Luci Englert McKean,1,32.38,0.0,0,0,0,0.057694679061530287
Lucie Pinson,1,1256.03,0.0,0,0,1,8.085581969294461
Lucien Engelen,1,70.19,0.0,0,0,1,5.958859612492313
Lucius,1,31.76,0.0,0,0,1,5.889938054632985
Lucy Clayton,1,48.59,0.0,0,0,0,0.08676619748202785
Lucy Cooke,1,563.91,0.0,0,0,1,6.844312424001756
Lucy Farey-Jones,1,984.98,0.0,0,0,0,1.7661171619341987
Adam Driver,1,4209.0,100.0,1,1,1,49.21499854642407
Lucy Kalanithi,1,854.7,0.0,0,0,0,1.532468955899503
Lucy King,1,1184.6,0.0,0,0,0,2.1241218816812513
Lucy Marcil,1,533.73,0.0,0,0,0,0.9568313700002372
Lucy McBath,1,1049.5,0.0,0,0,1,7.715184640523002
Lucy McRae,1,342.46,0.0,0,0,1,6.447157102951836
Ludmila Rattis,1,841.25,0.0,0,0,0,1.5083473073642968
Ludwick Marishane,1,390.12,0.0,0,0,0,0.6992767271644785
Luhan Yang,1,651.14,0.0,0,0,0,1.1673981175480854
Luis H. Zayas,1,953.39,0.0,0,0,0,1.709462672921027
Adam Foss,1,1415.32,0.0,0,0,0,2.5379023091937243
Adam Galinsky,1,2359.36,100.0,1,1,1,45.89779661358699
Luke Sital-Singh,1,105.52,0.0,0,0,1,6.022221533886278
Luke Syson,1,281.88,0.0,0,0,1,6.338511045831926
Luma Mufleh,1,307.95,0.0,0,0,1,6.385265795074516
Luvvie Ajayi Jones,1,2284.79,100.0,1,1,1,45.76406045512823
Lux Narayan,1,592.21,0.0,0,0,0,1.061711221772643
Lvcas Fiat,1,251.4,0.0,0,0,0,0.4504919624950511
Lynn Rothschild,1,172.41,0.0,0,0,1,6.142184141359881
Lynne Elvins,1,328.09,0.0,0,0,0,0.5880301949236727
Lyra McKee,1,95.07,0.0,0,0,1,6.003480178704651
Lýdia Machová,1,7569.93,100.0,1,1,0,49.40923969050605
Ma Jun,1,1345.71,0.0,0,0,0,2.413061569079546
Ma Yansong,1,212.43,0.0,0,0,1,6.213957254696605
MaJiKer,1,1.84,0.0,0,0,1,5.836278595586637
Maajid Nawaz,1,167.72,0.0,0,0,1,6.1337729494171205
Mac Barnett,1,528.44,0.0,0,0,1,6.780699422251289
Mac Stone,1,362.33,0.0,0,0,0,0.6494372763991716
Machine Dazzle,1,1258.22,0.0,0,0,1,8.089509583442574
Macinley Butson,1,14.8,0.0,0,0,1,5.859521462874093
Mackenzie Dalrymple,1,7.89,0.0,0,0,0,0.013773550985158613
Adam Garone,1,160.03,0.0,0,0,0,0.28662616125625645
Madeleine Albright,1,176.0,0.0,0,0,1,6.1486225590729955
Madhumita Murgia,1,1929.51,0.0,0,0,1,9.29342195855027
Madison McFerrin,1,60.55,0.0,0,0,1,5.941570936516151
Madison Mohns,1,1022.86,0.0,0,0,0,1.834052332678705
Mads Tang-Christensen,1,1487.39,0.0,0,0,0,2.667154889857837
Mae Jemison,1,165.87,0.0,0,0,1,6.130455101849082
Maeve Higgins,1,11.08,0.0,0,0,1,5.8528498991156575
Magatte Wade,1,258.45,0.0,0,0,1,6.296490954740486
Magda Sayeg,1,434.03,0.0,0,0,1,6.6113815904142035
Magdalena Hoeller,1,4195.51,100.0,1,1,0,43.35744985777962
Magnus Larsson,1,134.8,0.0,0,0,1,6.0747331970171965
Mahendra Singhi,1,5.77,0.0,0,0,0,0.009971477015297119
Mahir Can Işik,1,24.08,0.0,0,0,0,0.042809200783298966
Mahogany-N-Motion,1,74.65,0.0,0,0,0,0.13350301241343848
Mai Lan,1,74.17,0.0,0,0,1,5.965997468341393
Mainak Mazumdar,1,837.4,0.0,0,0,0,1.501442597560539
Adam Garske,1,177.16,0.0,0,0,0,0.3173476363051844
Maisie Williams,1,2072.3,0.0,0,0,1,9.549505987869386
Maja Bosnic,1,1405.66,0.0,0,0,0,2.520577764595205
Majd Mashharawi,1,669.23,0.0,0,0,0,1.1998412864701582
Adam Grosser,1,157.54,0.0,0,0,0,0.28216051777278706
Makhtoum Abdalla,1,1345.89,0.0,0,0,0,2.413384386680761
Makiko Eda,1,3.34,0.0,0,0,0,0.005613439398899278
Malala Yousafzai,1,1088.28,0.0,0,0,1,7.784733899273581
Adam Kucharski,1,1865.56,0.0,0,0,0,3.3453767356986486
Malcolm London,1,364.18,0.0,0,0,1,6.486110426831739
Malika Whitley,1,381.32,0.0,0,0,0,0.6834945333273176
Mallika Sarabhai,1,108.86,0.0,0,0,1,6.028211593819929
Mallory Freeman,1,355.94,0.0,0,0,0,0.6379772515560512
Malte Spitz,1,363.24,0.0,0,0,1,6.48442460158095
Manal al-Sharif,1,387.63,0.0,0,0,1,6.528166386545537
Manav Subodh,1,5.11,0.0,0,0,1,5.842143115342037
Adam Mosseri,1,1532.58,0.0,0,0,1,8.58155534493842
Mandë Holford,1,199.15,0.0,0,0,1,6.190140489451436
Mani Vajipey,1,139.1,0.0,0,0,0,0.2490896479594635
Manish Bhardwaj,1,1339.04,0.0,0,0,0,2.401099383523425
Adam Munder,1,1147.53,0.0,0,0,0,2.057639390142211
Manu Peni,1,1371.13,0.0,0,0,0,2.458650588095527
Adam Ockelford,1,372.17,0.0,0,0,1,6.5004399414634335
Manuel Lima,1,555.62,0.0,0,0,1,6.829444880034702
Manwar Ali,1,745.34,0.0,0,0,0,1.3363393288504217
Maoz Inon,1,3960.45,100.0,1,1,1,48.76924124208016
Mara Mintzer,1,676.75,0.0,0,0,0,1.2133278884764593
Marah J. Hardt,1,1018.5,0.0,0,0,0,1.826232973004839
Marc Abrahams,1,399.11,0.0,0,0,1,6.548754975778561
Adam Ostrow,1,256.35,0.0,0,0,1,6.292724749392982
Marc Goodman,1,312.8,0.0,0,0,0,0.5606086331316056
Marc Koska,1,125.1,0.0,0,0,1,6.057336915173962
Marc Kushner,1,1069.89,0.0,0,0,1,7.75175270101615
Marc Miskin,1,179.11,0.0,0,0,0,0.32084482698500993
Marc Raibert,1,1620.16,0.0,0,0,1,8.738624042240529
Marcel Dicke,1,327.64,0.0,0,0,1,6.420578453785164
Adam Sadowsky,1,217.9,0.0,0,0,1,6.2237673229112955
Marcia Belsky,1,1311.84,0.0,0,0,0,2.352318057117655
Marcin Jakubowski,1,376.8,0.0,0,0,1,6.5087435275391226
Marco Alverà,1,1140.6,0.0,0,0,1,7.878566215359974
Marco Annunziata,1,359.34,0.0,0,0,0,0.6440749173567726
Adam Savage,1,807.83,0.0,0,0,1,7.28176614226997
Marcos Aguiar,1,852.48,0.0,0,0,0,1.5284875388178556
Marcus Adrian,1,6.27,0.0,0,0,0,0.010868192574226717
Marcus Bullock,1,849.08,0.0,0,0,0,1.5223898730171346
Marcus Byrne,1,247.28,0.0,0,0,1,6.276458329153998
Marcus Miller,1,2.73,0.0,0,0,1,5.837874749281532
Marcus du Sautoy,1,1361.06,0.0,0,0,1,8.273946039603212
Margaret Bourdeaux,1,320.01,0.0,0,0,0,0.5735392714913704
Adam Spencer,1,522.58,0.0,0,0,1,6.770189915900635
Margaret Hall,1,1224.43,0.0,0,0,0,2.1955542431055832
Adam Whybrew,1,1214.42,0.0,0,0,0,2.1776019976158127
Margaret Levi,1,1567.51,0.0,0,0,1,8.644199893885244
Margaret Mitchell,1,441.09,0.0,0,0,1,6.62404321410629
Margaret Morris,1,7.45,0.0,0,0,0,0.012984441293300569
Margaret Wertheim,1,268.5,0.0,0,0,1,6.314514937474971
Margaux Miller,1,1460.29,0.0,0,0,0,2.6185529065638526
Margrethe Vestager,1,577.22,0.0,0,0,1,6.868182992180462
Maria Arnal,1,148.92,0.0,0,0,1,6.100056444401368
Maria Bezaitis,1,281.39,0.0,0,0,0,0.5042769617196482
Maria Dubovitskaya,1,7.84,0.0,0,0,0,0.013683879429265654
Maria Gallucci,1,1260.81,0.0,0,0,0,2.260799267173301
Maria Golubeva,1,10.54,0.0,0,0,0,0.018526143447485478
Adam de la Zerda,1,353.29,0.0,0,0,0,0.6332246590937245
Maria Sophocles,1,1641.9,0.0,0,0,0,2.944257931878261
Maria Van Kerkhove,1,1274.49,0.0,0,0,1,8.118688707730144
Mariam Veiszadeh,1,1429.48,0.0,0,0,1,8.396652596687138
Marian Bantjes,1,134.1,0.0,0,0,1,6.073477795234695
Marian Wright Edelman,1,598.93,0.0,0,0,1,6.907118381749185
Mariana Atencio,1,9115.5,100.0,1,1,1,58.01446832620021
Mariana Lin,1,12.22,0.0,0,0,0,0.021539107725488924
'Gbenga Sesan,1,867.25,0.0,0,0,1,7.388331819293163
Mariano Sigman,1,822.83,0.0,0,0,0,1.4753123061733306
Marie Howe,1,7.08,0.0,0,0,1,5.84567617464422
Marie Wallace,1,39.8,0.0,0,0,1,5.9043572408205724
Marielle Remillard,1,1874.48,0.0,0,0,0,3.3613741412699523
Marily Oppezzo,1,1498.06,0.0,0,0,0,2.6862907998853944
Marilyn Waring,1,1788.34,0.0,0,0,1,9.040243287642088
Marina Abramović,1,1115.66,0.0,0,0,1,7.833838043280567
Mario Paluzzi,1,5.14,0.0,0,0,0,0.008841615411045828
Marion Campan,1,1323.5,0.0,0,0,0,2.373229463951893
Marisa Fick-Jordan,1,55.17,0.0,0,0,0,0.09856697423754134
Marjan van Aubel,1,391.56,0.0,0,0,1,6.535214570838723
Mark Abraham,1,1228.92,0.0,0,0,1,8.036962051689299
Mark Applebaum,1,1186.17,0.0,0,0,1,7.960292871400819
Mark Bezos,1,762.86,0.0,0,0,1,7.201115544899841
Mark Edwards,1,1193.31,0.0,0,0,0,2.1397426667178046
Mark Forsyth,1,390.64,0.0,0,0,1,6.5335646142102926
Mark Grimmer,1,1203.43,0.0,0,0,0,2.15789218963054
Mark Halliday,1,2.57,0.0,0,0,1,5.837587800302675
Mark Jackson,1,20.0,0.0,0,0,1,5.868847304686961
Mark Kelly,1,278.96,0.0,0,0,1,6.333274226967777
Mark Kendall,1,266.1,0.0,0,0,0,0.4768553999275813
Mark Modesti,1,7.69,0.0,0,0,0,0.013414864761586775
Mark Mortensen,1,1774.87,0.0,0,0,0,3.1827304676199977
Mark Pagel,1,383.98,0.0,0,0,1,6.521620362965351
Mark Plotkin,1,431.92,0.0,0,0,1,6.60759745075552
Mark Pollock,1,862.28,0.0,0,0,1,7.379418466637404
Mark Raymond,1,39.81,0.0,0,0,1,5.904375175131752
Mark Ronson,1,1222.25,0.0,0,0,1,8.024999866133179
Mark Roth,1,141.56,0.0,0,0,1,6.086856791373925
Mark Shaw,1,363.51,0.0,0,0,0,0.6515535251182454
Mark Tyndall,1,579.43,0.0,0,0,0,1.0387911720864027
Markham Nolan,1,345.0,0.0,0,0,0,0.6183571151266717
Markus Fischer,1,1699.0,0.0,0,0,0,3.0466628487080207
Markus Lorenz,1,87.02,0.0,0,0,0,0.15568775534135668
Markus Mutz,1,987.5,0.0,0,0,0,1.7706366083512042
Marla Spivak,1,741.45,0.0,0,0,1,7.162718184666478
Marlene Zuk,1,426.55,0.0,0,0,1,6.597966725652617
Marlon Peterson,1,412.11,0.0,0,0,0,0.7387142774462022
Marta Peirano,1,1769.78,0.0,0,0,0,3.1736019032300953
Martha Minow,1,984.58,0.0,0,0,1,7.598755092351582
Martha Redbone,1,5.93,0.0,0,0,1,5.843613728858682
Martin Danoesastro,1,995.5,0.0,0,0,0,1.7849840572940776
Martin Ford,1,1182.88,0.0,0,0,0,2.1210371801585337
Martin Gutmann,1,1329.62,0.0,0,0,0,2.3842052623931917
Martin Hanczyc,1,182.89,0.0,0,0,0,0.32762399661051766
Martin J. Eppler,1,2893.67,100.0,1,1,1,46.85604479417034
Martin Jacques,1,905.23,0.0,0,0,1,7.456446333149456
Martin Lockley,1,1327.23,0.0,0,0,1,8.213274264886037
Martin Pistorius,1,771.27,0.0,0,0,1,7.216198300601039
Adena Friedman,1,30.74,0.0,0,0,1,5.888108754892769
Adeola Fayehun,1,1354.77,0.0,0,0,1,8.262665357871878
Martin Seligman,1,1200.64,0.0,0,0,1,7.986243819676241
Martin Villeneuve,1,224.57,0.0,0,0,1,6.235729508467417
Martina Flor,1,201.92,0.0,0,0,0,0.36175299078337814
Martine Rothblatt,1,417.71,0.0,0,0,1,6.582112794570741
Marvin Minsky,1,108.08,0.0,0,0,1,6.026812717547999
Marvin Rees,1,1308.99,0.0,0,0,1,8.180562081296285
Marwa Al-Sabouni,1,329.49,0.0,0,0,1,6.423896301353203
Mary Ann Sieghart,1,1209.31,0.0,0,0,1,8.001792867468078
Mary Bassett,1,382.78,0.0,0,0,0,0.686112942759392
Mary Ellen Hannibal,1,568.54,0.0,0,0,1,6.852616010077443
Mary L. Gray,1,115.5,0.0,0,0,1,6.040119976442514
Adetayo Bamiduro,1,914.06,0.0,0,0,0,1.6389270270556249
Mary Maker,1,552.79,0.0,0,0,1,6.8243694699711615
Mary Norris,1,362.22,0.0,0,0,1,6.482595301840735
Mary Roach,1,6904.87,100.0,1,1,1,54.04985569412714
Adie Delaney,1,855.25,0.0,0,0,0,1.5334553430143254
Maryam Banikarim,1,981.34,0.0,0,0,0,1.7595890726651915
Aditi Gupta,1,546.88,0.0,0,0,1,6.813770292064614
María Neira,1,258.07,0.0,0,0,0,0.4624541480511719
María Teresa Kumar,1,764.99,0.0,0,0,1,7.204935553180883
Masha Gershman,1,21.95,0.0,0,0,0,0.03898919250225889
Massimo Banzi,1,452.75,0.0,0,0,1,6.644954620940529
Massimo Russo,1,1206.09,0.0,0,0,0,2.1626627164040455
Matan Cohen Grumi,1,565.77,0.0,0,0,1,6.847648205880972
Mathias Basner,1,938.91,0.0,0,0,0,1.6834937903344258
Mathias Jud,1,273.84,0.0,0,0,0,0.4907365567798114
Mathieu Lamiaux,1,5.15,0.0,0,0,0,0.00885954972222442
Mathieu Lehanneur,1,84.07,0.0,0,0,0,0.15039713354367204
Mathilde H. Ross,1,1814.21,0.0,0,0,0,3.2532840477965794
Matilda Ho,1,529.76,0.0,0,0,0,0.9497114484623363
Matt Beane,1,786.46,0.0,0,0,0,1.4100852164167919
Aditi Shankardass,1,201.27,0.0,0,0,1,6.193942563421297
Matt Goldman,1,492.28,0.0,0,0,1,6.715848953029502
Matt Kenyon,1,233.87,0.0,0,0,1,6.252408417863507
Matt Killingsworth,1,797.81,0.0,0,0,0,1.4304406596044932
Matt Langione,1,949.75,0.0,0,0,0,1.7029345836520196
Matt Mills,1,558.91,0.0,0,0,1,6.83534526841246
Matt Pitcher,1,4839.72,100.0,1,1,0,44.5127961182157
